agent,cognitive_model,run,nll,bic,beta,alpha,alpha_pos,alpha_neg,reward,options,q_initial
claude-1,Model_2alpha,25,10.26137912351465,34.21580282143281,11.895922001974016,,0.8800339017060789,0.047624158211424794,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,26,10.78714260876689,35.267329791937286,12.285894372989931,,0.820385280393826,0.044701309135501056,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,27,10.994173783358779,35.681392141121066,12.885036304246787,,0.8647576838329416,0.1231159059107244,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,28,11.799997708172338,37.293039990748184,11.75956435182834,,0.8224427602609232,0.01627951301297811,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,29,18.48313100057837,50.65930657556025,13.147332862953165,,0.3675533937297825,0.0021395357795643503,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,30,9.16089509553093,32.014834765465366,13.092920287177913,,0.8313816627725664,0.09530467665924204,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,31,11.158193667110748,36.009431908625004,13.708775562451107,,0.9354406329746421,0.07784285267746008,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,32,23.275187222755125,60.24341901991376,5.603196652459627,,0.985676430690031,0.5009856279660339,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,33,8.67648701697661,31.04601860835673,12.446166203982747,,0.8090037246196231,0.08397936699943402,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,34,11.977492262389125,37.648029099181755,12.671768617601739,,0.8577184650287824,0.06529474812007019,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,35,11.994968254906343,37.682981084216195,16.846062501596094,,0.36416567607062766,0.02691778774899931,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,36,22.95317254519684,59.59938966479719,10.261891758125218,,0.49469070698594014,0.0026332066628682272,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,37,8.933315251239698,31.559675076882904,12.190514346020743,,0.8670459881771158,0.031749903703106576,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,38,8.41383583476933,30.520716243942168,11.719970912324662,,0.8628455753511007,0.019493294321525276,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,39,7.804258154946581,29.30156088429667,11.701905191647082,,0.8937688520335355,0.012561953996851168,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,40,9.058370857555252,31.80978628951401,11.77396519920774,,0.8767931924973543,0.02062221359103232,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,41,7.693551060306394,29.080146695016296,11.743875722235112,,0.8617811900068553,0.023550423934584352,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,42,10.204929013892626,34.10290260218876,13.750449534502831,,0.907040274214069,0.12806057007177635,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,43,8.594229102863144,30.881502780129797,12.645836308437742,,0.887018804582187,0.07636803164879796,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,44,7.591556768687511,28.87615811177853,11.824061592203744,,0.82343849415753,0.039218529922819545,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,45,15.891130557109548,45.475305688622605,11.566765803179367,,0.9112644207211473,0.029544892875984833,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,46,27.59789933061396,68.88884323563143,6.177573920321273,,0.9175914441006787,0.9858562221491736,1.0_0.0,2.0,0.5
